Pathway,Celltype,Cor,Enrich_Score,Padj
E2F TARGETS,PVL Differentiated,-0.479961901387615,0,> 0.05
E2F TARGETS,PVL Immature,-0.686858929053983,0,> 0.05
E2F TARGETS,T cells CD4+,-0.303914541894,0,> 0.05
E2F TARGETS,T cells CD8+,-0.388979532360941,-1.9016398080111,2.74310582531557e-07
EPITHELIAL MESENCHYMAL TRANSITION,B cells Memory,-0.154341406232491,0,> 0.05
EPITHELIAL MESENCHYMAL TRANSITION,B cells Naive,-0.0965056020174826,NA,> 0.05
EPITHELIAL MESENCHYMAL TRANSITION,CAFs MSC iCAF-like,0.405700556508303,2.1569519567842,1.30366051735968e-07
EPITHELIAL MESENCHYMAL TRANSITION,CAFs myCAF-like,0.52103619819297,2.08498280987343,1.75802517038958e-06
EPITHELIAL MESENCHYMAL TRANSITION,Cancer Basal SC,-0.183282931461452,0,> 0.05
EPITHELIAL MESENCHYMAL TRANSITION,Cancer Cycling,0.0142017553517791,0,> 0.05
EPITHELIAL MESENCHYMAL TRANSITION,Cancer Her2 SC,-0.0094167156036815,0,> 0.05
EPITHELIAL MESENCHYMAL TRANSITION,Cancer LumA SC,-0.202670815819649,0,> 0.05
EPITHELIAL MESENCHYMAL TRANSITION,Cancer LumB SC,0.0615427990096009,0,> 0.05
EPITHELIAL MESENCHYMAL TRANSITION,Cycling PVL,0.429407144983658,2.71930131875477,1.29552138591664e-11
EPITHELIAL MESENCHYMAL TRANSITION,Cycling T-cells,0.0791416803169176,0,0
EPITHELIAL MESENCHYMAL TRANSITION,Cycling Myeloid,0.473735471138201,0,> 0.05
EPITHELIAL MESENCHYMAL TRANSITION,DCs,0.678204113653642,0,> 0.05
EPITHELIAL MESENCHYMAL TRANSITION,Endothelial ACKR1,0.34809837985986,0,> 0.05
EPITHELIAL MESENCHYMAL TRANSITION,Endothelial CXCL12,0.405746358599978,0,> 0.05
EPITHELIAL MESENCHYMAL TRANSITION,Endothelial Lymphatic LYVE1,0.443918615319176,0,0
EPITHELIAL MESENCHYMAL TRANSITION,Endothelial RGS5,-0.0405718905712084,0,> 0.05
EPITHELIAL MESENCHYMAL TRANSITION,Luminal Progenitors,0.379123834216583,NA,> 0.05
EPITHELIAL MESENCHYMAL TRANSITION,Macrophage,0.716460618442987,0,> 0.05
EPITHELIAL MESENCHYMAL TRANSITION,Mature Luminal,0.355885474390843,NA,> 0.05
EPITHELIAL MESENCHYMAL TRANSITION,Monocyte,0.415068869057148,0,> 0.05
EPITHELIAL MESENCHYMAL TRANSITION,Myoepithelial,-0.0481243005546969,NA,> 0.05
EPITHELIAL MESENCHYMAL TRANSITION,NK cells,0.28084747335418,0,> 0.05
EPITHELIAL MESENCHYMAL TRANSITION,NKT cells,0.549966614987359,0,> 0.05
EPITHELIAL MESENCHYMAL TRANSITION,Plasmablasts,-0.166161714817217,-2.05922153439066,1.54777369949269e-07
EPITHELIAL MESENCHYMAL TRANSITION,PVL Differentiated,0.311978457797774,2.33108580338739,1.80284955125483e-09
EPITHELIAL MESENCHYMAL TRANSITION,PVL Immature,0.196251626395045,0,> 0.05
EPITHELIAL MESENCHYMAL TRANSITION,T cells CD4+,0.44001156209877,0,> 0.05
EPITHELIAL MESENCHYMAL TRANSITION,T cells CD8+,0.347019060642543,0,> 0.05
ESTROGEN RESPONSE EARLY,B cells Memory,-0.0799379477239693,0,> 0.05
ESTROGEN RESPONSE EARLY,B cells Naive,-0.167657496080555,NA,> 0.05
ESTROGEN RESPONSE EARLY,CAFs MSC iCAF-like,0.0425378068731612,0,> 0.05
ESTROGEN RESPONSE EARLY,CAFs myCAF-like,0.371654780624532,0,> 0.05
ESTROGEN RESPONSE EARLY,Cancer Basal SC,-0.0240852285762701,0,> 0.05
ESTROGEN RESPONSE EARLY,Cancer Cycling,0.375962873172976,0,> 0.05
ESTROGEN RESPONSE EARLY,Cancer Her2 SC,0.221357266314199,0,> 0.05
ESTROGEN RESPONSE EARLY,Cancer LumA SC,0.461303243615298,0,> 0.05
ESTROGEN RESPONSE EARLY,Cancer LumB SC,0.272545158706846,0,> 0.05
ESTROGEN RESPONSE EARLY,Cycling PVL,0.286589178099727,1.79232561923772,0.00173930019651123
ESTROGEN RESPONSE EARLY,Cycling T-cells,0.34398218804635,0,0
ESTROGEN RESPONSE EARLY,Cycling Myeloid,-0.254811773819863,0,> 0.05
ESTROGEN RESPONSE EARLY,DCs,0.676113780228751,0,> 0.05
ESTROGEN RESPONSE EARLY,Endothelial ACKR1,0.203657890772855,0,> 0.05
ESTROGEN RESPONSE EARLY,Endothelial CXCL12,0.0130638563758562,0,> 0.05
ESTROGEN RESPONSE EARLY,Endothelial Lymphatic LYVE1,-0.0584741250506064,0,0
ESTROGEN RESPONSE EARLY,Endothelial RGS5,0.258221609124424,0,> 0.05
ESTROGEN RESPONSE EARLY,Luminal Progenitors,-0.101286034361953,NA,> 0.05
ESTROGEN RESPONSE EARLY,Macrophage,0.252470195222177,0,> 0.05
ESTROGEN RESPONSE EARLY,Mature Luminal,-0.250256869413164,NA,> 0.05
ESTROGEN RESPONSE EARLY,Monocyte,0.383691204641031,0,> 0.05
ESTROGEN RESPONSE EARLY,Myoepithelial,0.475847846110432,NA,> 0.05
ESTROGEN RESPONSE EARLY,NK cells,0.479102986363773,0,> 0.05
ESTROGEN RESPONSE EARLY,NKT cells,0.780508757077039,0,> 0.05
ESTROGEN RESPONSE EARLY,Plasmablasts,0.108440189641035,-1.86490971239177,2.10588319503432e-05
ESTROGEN RESPONSE EARLY,PVL Differentiated,0.418652063580686,0,> 0.05
ESTROGEN RESPONSE EARLY,PVL Immature,0.247285481205698,0,> 0.05
ESTROGEN RESPONSE EARLY,T cells CD4+,0.104933264975376,0,> 0.05
ESTROGEN RESPONSE EARLY,T cells CD8+,0.626599975222458,0,> 0.05
ESTROGEN RESPONSE LATE,B cells Memory,0.0296895216885231,0,> 0.05
ESTROGEN RESPONSE LATE,B cells Naive,0.0349620937517941,NA,> 0.05
ESTROGEN RESPONSE LATE,CAFs MSC iCAF-like,-0.00791320501697228,0,> 0.05
ESTROGEN RESPONSE LATE,CAFs myCAF-like,0.15477172405456,0,> 0.05
ESTROGEN RESPONSE LATE,Cancer Basal SC,-0.0182596836522233,0,> 0.05
ESTROGEN RESPONSE LATE,Cancer Cycling,0.127834012556494,0,> 0.05
ESTROGEN RESPONSE LATE,Cancer Her2 SC,0.0725577813024693,0,> 0.05
ESTROGEN RESPONSE LATE,Cancer LumA SC,0.34691321373778,0,> 0.05
ESTROGEN RESPONSE LATE,Cancer LumB SC,0.141235555875293,0,> 0.05
ESTROGEN RESPONSE LATE,Cycling PVL,0.449137890268011,0,> 0.05
ESTROGEN RESPONSE LATE,Cycling T-cells,0.467681089371334,0,0
ESTROGEN RESPONSE LATE,Cycling Myeloid,0.0724803651607473,0,> 0.05
ESTROGEN RESPONSE LATE,DCs,0.466786040299277,0,> 0.05
ESTROGEN RESPONSE LATE,Endothelial ACKR1,-0.102369338864769,0,> 0.05
ESTROGEN RESPONSE LATE,Endothelial CXCL12,-0.398826872010702,-1.76767596210784,7.38399625828058e-05
ESTROGEN RESPONSE LATE,Endothelial Lymphatic LYVE1,0.091260663497292,0,0
ESTROGEN RESPONSE LATE,Endothelial RGS5,0.0643098219712114,0,> 0.05
ESTROGEN RESPONSE LATE,Luminal Progenitors,-0.193317767426258,NA,> 0.05
ESTROGEN RESPONSE LATE,Macrophage,0.364145040224091,0,> 0.05
ESTROGEN RESPONSE LATE,Mature Luminal,-0.284512321357749,NA,> 0.05
ESTROGEN RESPONSE LATE,Monocyte,0.247512732150994,0,> 0.05
ESTROGEN RESPONSE LATE,Myoepithelial,-0.0995432808038543,NA,> 0.05
ESTROGEN RESPONSE LATE,NK cells,0.0613245252574637,0,> 0.05
ESTROGEN RESPONSE LATE,NKT cells,0.407982702270957,0,> 0.05
ESTROGEN RESPONSE LATE,Plasmablasts,-0.348325547787888,-1.62230594725971,0.00329545954187164
ESTROGEN RESPONSE LATE,PVL Differentiated,-0.0277475083271386,0,> 0.05
ESTROGEN RESPONSE LATE,PVL Immature,-0.328503332983401,0,> 0.05
ESTROGEN RESPONSE LATE,T cells CD4+,0.060659278951597,0,> 0.05
ESTROGEN RESPONSE LATE,T cells CD8+,0.320277985660712,0,> 0.05
FATTY ACID METABOLISM,B cells Memory,-0.178649579450503,0,> 0.05
FATTY ACID METABOLISM,B cells Naive,-0.0390469260926131,NA,> 0.05
FATTY ACID METABOLISM,CAFs MSC iCAF-like,-0.562091994400736,0,> 0.05
FATTY ACID METABOLISM,CAFs myCAF-like,-0.539324742643887,0,> 0.05
FATTY ACID METABOLISM,Cancer Basal SC,0.292647707563984,0,> 0.05
FATTY ACID METABOLISM,Cancer Cycling,0.231308715554937,0,> 0.05
FATTY ACID METABOLISM,Cancer Her2 SC,0.430773352069433,0,> 0.05
FATTY ACID METABOLISM,Cancer LumA SC,0.477659967497239,0,> 0.05
FATTY ACID METABOLISM,Cancer LumB SC,0.374721610829774,0,> 0.05
FATTY ACID METABOLISM,Cycling PVL,-0.172770177715689,0,> 0.05
FATTY ACID METABOLISM,Cycling T-cells,-0.281819783591277,0,0
FATTY ACID METABOLISM,Cycling Myeloid,0.188538879789327,0,> 0.05
FATTY ACID METABOLISM,DCs,0.161095322445594,0,> 0.05
FATTY ACID METABOLISM,Endothelial ACKR1,-0.589023745383457,-1.82565867568136,1.17856339257344e-05
FATTY ACID METABOLISM,Endothelial CXCL12,-0.714073276097879,-1.86886219254456,2.51452568371052e-05
FATTY ACID METABOLISM,Endothelial Lymphatic LYVE1,-0.524101844488549,0,0
FATTY ACID METABOLISM,Endothelial RGS5,-0.337512809290902,-1.67289472698618,0.00151824286013198
FATTY ACID METABOLISM,Luminal Progenitors,-0.423198430018023,NA,> 0.05
FATTY ACID METABOLISM,Macrophage,-0.205466997786182,-2.0633751018368,3.08256622305625e-06
FATTY ACID METABOLISM,Mature Luminal,-0.23557155587825,NA,> 0.05
FATTY ACID METABOLISM,Monocyte,-0.267005223237102,-1.87766399140699,0.000236751388508754
FATTY ACID METABOLISM,Myoepithelial,0.039820806104378,NA,> 0.05
FATTY ACID METABOLISM,NK cells,-0.0620064510535863,0,> 0.05
FATTY ACID METABOLISM,NKT cells,-0.26954225219409,0,> 0.05
FATTY ACID METABOLISM,Plasmablasts,-0.3077258470686,-1.81711853132755,0.000360434609525733
FATTY ACID METABOLISM,PVL Differentiated,-0.635688422159201,0,> 0.05
FATTY ACID METABOLISM,PVL Immature,-0.838174323813868,-2.00508656301202,5.37911851047255e-06
FATTY ACID METABOLISM,T cells CD4+,-0.174162103513342,-1.67762531193368,0.00177102244471207
FATTY ACID METABOLISM,T cells CD8+,-0.0987012168425729,0,> 0.05
G2M CHECKPOINT,B cells Memory,0.203918817201501,0,> 0.05
G2M CHECKPOINT,B cells Naive,0.0450154381466552,NA,> 0.05
G2M CHECKPOINT,CAFs MSC iCAF-like,-0.119915521607495,0,> 0.05
G2M CHECKPOINT,CAFs myCAF-like,-0.00920943342237643,0,> 0.05
G2M CHECKPOINT,Cancer Basal SC,0.138268070802481,0,> 0.05
G2M CHECKPOINT,Cancer Cycling,0.111297088431608,0,> 0.05
G2M CHECKPOINT,Cancer Her2 SC,0.105149327871488,0,> 0.05
G2M CHECKPOINT,Cancer LumA SC,0.141874975881689,0,> 0.05
G2M CHECKPOINT,Cancer LumB SC,-0.0192831750377303,0,> 0.05
G2M CHECKPOINT,Cycling PVL,0.270292177220897,0,> 0.05
G2M CHECKPOINT,Cycling T-cells,0.283194293710302,0,0
G2M CHECKPOINT,Cycling Myeloid,0.081138800326761,0,> 0.05
G2M CHECKPOINT,DCs,0.369972490534746,0,> 0.05
G2M CHECKPOINT,Endothelial ACKR1,-0.0477836209101846,0,> 0.05
G2M CHECKPOINT,Endothelial CXCL12,-0.162429846643826,0,> 0.05
G2M CHECKPOINT,Endothelial Lymphatic LYVE1,0.170631997135965,0,0
G2M CHECKPOINT,Endothelial RGS5,0.136210099375188,0,> 0.05
G2M CHECKPOINT,Luminal Progenitors,0.0252039325230035,NA,> 0.05
G2M CHECKPOINT,Macrophage,0.410868013824614,0,> 0.05
G2M CHECKPOINT,Mature Luminal,-0.477640313880188,NA,> 0.05
G2M CHECKPOINT,Monocyte,0.221344036072475,0,> 0.05
G2M CHECKPOINT,Myoepithelial,-0.0524894576211763,NA,> 0.05
G2M CHECKPOINT,NK cells,0.0115529231652387,0,> 0.05
G2M CHECKPOINT,NKT cells,-0.0218187484343657,0,> 0.05
G2M CHECKPOINT,Plasmablasts,0.433718334540564,0,> 0.05
G2M CHECKPOINT,PVL Differentiated,0.101934488530494,0,> 0.05
G2M CHECKPOINT,PVL Immature,-0.199183379444815,0,> 0.05
G2M CHECKPOINT,T cells CD4+,0.104812831903312,0,> 0.05
G2M CHECKPOINT,T cells CD8+,0.00146335576799246,0,> 0.05
GLYCOLYSIS,B cells Memory,-0.541898402899174,0,> 0.05
GLYCOLYSIS,B cells Naive,-0.393451665692982,NA,> 0.05
GLYCOLYSIS,CAFs MSC iCAF-like,-0.196231249567881,0,> 0.05
GLYCOLYSIS,CAFs myCAF-like,0.397447088592727,0,> 0.05
GLYCOLYSIS,Cancer Basal SC,-0.130916179553266,0,> 0.05
GLYCOLYSIS,Cancer Cycling,0.129496688627535,0,> 0.05
GLYCOLYSIS,Cancer Her2 SC,0.311076501690026,0,> 0.05
GLYCOLYSIS,Cancer LumA SC,0.347869515442226,0,> 0.05
GLYCOLYSIS,Cancer LumB SC,0.218887346350588,0,> 0.05
GLYCOLYSIS,Cycling PVL,0.158062520120443,0,> 0.05
GLYCOLYSIS,Cycling T-cells,-0.145385550267746,0,0
GLYCOLYSIS,Cycling Myeloid,0.11291453253818,0,> 0.05
GLYCOLYSIS,DCs,-0.220618357470338,0,> 0.05
GLYCOLYSIS,Endothelial ACKR1,-0.45324401344834,0,> 0.05
GLYCOLYSIS,Endothelial CXCL12,-0.676827353303752,0,> 0.05
GLYCOLYSIS,Endothelial Lymphatic LYVE1,-0.877856701421781,0,0
GLYCOLYSIS,Endothelial RGS5,-0.54940738254879,0,> 0.05
GLYCOLYSIS,Luminal Progenitors,-0.13070489574291,NA,> 0.05
GLYCOLYSIS,Macrophage,-0.303985240627337,0,> 0.05
GLYCOLYSIS,Mature Luminal,-0.303301961748275,NA,> 0.05
GLYCOLYSIS,Monocyte,-0.27268617723592,0,> 0.05
GLYCOLYSIS,Myoepithelial,-0.0954244364487993,NA,> 0.05
GLYCOLYSIS,NK cells,-0.50340633322436,0,> 0.05
GLYCOLYSIS,NKT cells,0.0437492282226414,0,> 0.05
GLYCOLYSIS,Plasmablasts,-0.474766336226292,-1.60690248026413,0.00403009768341599
GLYCOLYSIS,PVL Differentiated,-0.339221862942959,0,> 0.05
GLYCOLYSIS,PVL Immature,-0.339899912752577,0,> 0.05
GLYCOLYSIS,T cells CD4+,-0.531736047123109,-1.67275897553287,0.00103446044230328
GLYCOLYSIS,T cells CD8+,-0.454514714766479,0,> 0.05
HEDGEHOG SIGNALING,B cells Memory,-0.310353357909952,0,> 0.05
HEDGEHOG SIGNALING,B cells Naive,-0.297757070451927,NA,> 0.05
HEDGEHOG SIGNALING,CAFs MSC iCAF-like,0.2462882391101,0,> 0.05
HEDGEHOG SIGNALING,CAFs myCAF-like,0.495618556612129,0,> 0.05
HEDGEHOG SIGNALING,Cancer Basal SC,0.378035744510433,0,> 0.05
HEDGEHOG SIGNALING,Cancer Cycling,0.127898162611987,0,> 0.05
HEDGEHOG SIGNALING,Cancer Her2 SC,0.0826315322506721,0,> 0.05
HEDGEHOG SIGNALING,Cancer LumA SC,-0.288730613238052,0,> 0.05
HEDGEHOG SIGNALING,Cancer LumB SC,0.000716756828534619,0,> 0.05
HEDGEHOG SIGNALING,Cycling PVL,0.252851798105574,0,> 0.05
HEDGEHOG SIGNALING,Cycling T-cells,-0.212708506948714,0,0
HEDGEHOG SIGNALING,Cycling Myeloid,0.584644988346025,0,> 0.05
HEDGEHOG SIGNALING,DCs,0.171128565246711,0,> 0.05
HEDGEHOG SIGNALING,Endothelial ACKR1,0.142007133753898,0,> 0.05
HEDGEHOG SIGNALING,Endothelial CXCL12,0.490949365848075,0,> 0.05
HEDGEHOG SIGNALING,Endothelial Lymphatic LYVE1,0.413246113674094,0,0
HEDGEHOG SIGNALING,Endothelial RGS5,-0.0621437644437314,0,> 0.05
HEDGEHOG SIGNALING,Luminal Progenitors,0.526890983360634,NA,> 0.05
HEDGEHOG SIGNALING,Macrophage,0.461915097413349,0,> 0.05
HEDGEHOG SIGNALING,Mature Luminal,0.597233689356787,NA,> 0.05
HEDGEHOG SIGNALING,Monocyte,0.622891145924276,0,> 0.05
HEDGEHOG SIGNALING,Myoepithelial,0.636013526825148,NA,> 0.05
HEDGEHOG SIGNALING,NK cells,0.580833102915494,0,> 0.05
HEDGEHOG SIGNALING,NKT cells,-0.039956011368817,0,> 0.05
HEDGEHOG SIGNALING,Plasmablasts,0.51149501819133,0,> 0.05
HEDGEHOG SIGNALING,PVL Differentiated,0.37101005741475,0,> 0.05
HEDGEHOG SIGNALING,PVL Immature,0.327110422555752,0,> 0.05
HEDGEHOG SIGNALING,T cells CD4+,0.400322988099036,0,> 0.05
HEDGEHOG SIGNALING,T cells CD8+,0.494825132246748,0,> 0.05
HEME METABOLISM,B cells Memory,-0.515063723834424,0,> 0.05
HEME METABOLISM,B cells Naive,-0.430688733465619,NA,> 0.05
HEME METABOLISM,CAFs MSC iCAF-like,-0.501253894797613,0,> 0.05
HEME METABOLISM,CAFs myCAF-like,-0.199975385277473,0,> 0.05
HEME METABOLISM,Cancer Basal SC,-0.409681520216254,0,> 0.05
HEME METABOLISM,Cancer Cycling,0.32065207842324,0,> 0.05
HEME METABOLISM,Cancer Her2 SC,0.111428319763984,0,> 0.05
HEME METABOLISM,Cancer LumA SC,0.0994307442666045,0,> 0.05
HEME METABOLISM,Cancer LumB SC,0.215607189155004,0,> 0.05
HEME METABOLISM,Cycling PVL,0.209793354666842,0,> 0.05
HEME METABOLISM,Cycling T-cells,0.445874850549186,0,0
HEME METABOLISM,Cycling Myeloid,0.29725534303999,0,> 0.05
HEME METABOLISM,DCs,0.56789912052012,0,> 0.05
HEME METABOLISM,Endothelial ACKR1,-0.431130508955839,0,> 0.05
HEME METABOLISM,Endothelial CXCL12,-0.0624649772994972,0,> 0.05
HEME METABOLISM,Endothelial Lymphatic LYVE1,-0.463754957834582,0,0
HEME METABOLISM,Endothelial RGS5,-0.102895324141152,0,> 0.05
HEME METABOLISM,Luminal Progenitors,0.00401913542815035,NA,> 0.05
HEME METABOLISM,Macrophage,-0.0973309236303827,0,> 0.05
HEME METABOLISM,Mature Luminal,-0.480376815420346,NA,> 0.05
HEME METABOLISM,Monocyte,0.126262669736104,0,> 0.05
HEME METABOLISM,Myoepithelial,0.469061035125986,NA,> 0.05
HEME METABOLISM,NK cells,0.0301596934058663,0,> 0.05
HEME METABOLISM,NKT cells,0.0518017556612835,0,> 0.05
HEME METABOLISM,Plasmablasts,0.0785909281357585,0,> 0.05
HEME METABOLISM,PVL Differentiated,-0.373306321900962,0,> 0.05
HEME METABOLISM,PVL Immature,-0.556408775856467,0,> 0.05
HEME METABOLISM,T cells CD4+,0.0194338363561283,0,> 0.05
HEME METABOLISM,T cells CD8+,0.120442570065613,0,> 0.05
HYPOXIA,B cells Memory,0.626440979148882,0,> 0.05
HYPOXIA,B cells Naive,0.341328724423557,NA,> 0.05
HYPOXIA,CAFs MSC iCAF-like,-0.0343132796553301,0,> 0.05
HYPOXIA,CAFs myCAF-like,0.518984355722918,0,> 0.05
HYPOXIA,Cancer Basal SC,-0.0788490326096129,0,> 0.05
HYPOXIA,Cancer Cycling,0.276297528476692,0,> 0.05
HYPOXIA,Cancer Her2 SC,-0.0252614160777454,0,> 0.05
HYPOXIA,Cancer LumA SC,0.441279145757133,0,> 0.05
HYPOXIA,Cancer LumB SC,0.14976214588309,0,> 0.05
HYPOXIA,Cycling PVL,0.431223086848436,1.89147992251845,0.000376377777551093
HYPOXIA,Cycling T-cells,0.346133119593146,0,0
HYPOXIA,Cycling Myeloid,0.560985385999306,0,> 0.05
HYPOXIA,DCs,0.597815872290701,0,> 0.05
HYPOXIA,Endothelial ACKR1,0.079130439047646,0,> 0.05
HYPOXIA,Endothelial CXCL12,-0.167978488487475,0,> 0.05
HYPOXIA,Endothelial Lymphatic LYVE1,0.162178733156904,0,0
HYPOXIA,Endothelial RGS5,0.097226146322013,0,> 0.05
HYPOXIA,Luminal Progenitors,-0.103143617894129,NA,> 0.05
HYPOXIA,Macrophage,0.608490180326457,0,> 0.05
HYPOXIA,Mature Luminal,-0.287028964798515,NA,> 0.05
HYPOXIA,Monocyte,0.415024949308512,0,> 0.05
HYPOXIA,Myoepithelial,-0.0794477193383018,NA,> 0.05
HYPOXIA,NK cells,0.134727672141568,0,> 0.05
HYPOXIA,NKT cells,0.299044558981338,0,> 0.05
HYPOXIA,Plasmablasts,-0.318197421616669,0,> 0.05
HYPOXIA,PVL Differentiated,0.00855790222241121,0,> 0.05
HYPOXIA,PVL Immature,-0.212378265444344,0,> 0.05
HYPOXIA,T cells CD4+,0.358018244554229,0,> 0.05
HYPOXIA,T cells CD8+,0.301599121350748,0,> 0.05
IL2 STAT5 SIGNALING,B cells Memory,0.71853758117907,0,> 0.05
IL2 STAT5 SIGNALING,B cells Naive,0.43360224936084,NA,> 0.05
IL2 STAT5 SIGNALING,CAFs MSC iCAF-like,0.64691073157572,0,> 0.05
IL2 STAT5 SIGNALING,CAFs myCAF-like,0.689055674521792,0,> 0.05
IL2 STAT5 SIGNALING,Cancer Basal SC,-0.149329488541233,0,> 0.05
IL2 STAT5 SIGNALING,Cancer Cycling,0.329137867819205,0,> 0.05
IL2 STAT5 SIGNALING,Cancer Her2 SC,0.346631105885048,0,> 0.05
IL2 STAT5 SIGNALING,Cancer LumA SC,0.378325834366343,0,> 0.05
IL2 STAT5 SIGNALING,Cancer LumB SC,0.366697404169922,0,> 0.05
IL2 STAT5 SIGNALING,Cycling PVL,0.600750936064429,0,> 0.05
IL2 STAT5 SIGNALING,Cycling T-cells,0.633584991685102,0,0
IL2 STAT5 SIGNALING,Cycling Myeloid,0.653950084994315,0,> 0.05
IL2 STAT5 SIGNALING,DCs,0.727614051584615,0,> 0.05
IL2 STAT5 SIGNALING,Endothelial ACKR1,0.217728644313951,0,> 0.05
IL2 STAT5 SIGNALING,Endothelial CXCL12,0.410960578388516,0,> 0.05
IL2 STAT5 SIGNALING,Endothelial Lymphatic LYVE1,0.807234186647291,0,0
IL2 STAT5 SIGNALING,Endothelial RGS5,0.578242505054855,0,> 0.05
IL2 STAT5 SIGNALING,Luminal Progenitors,0.434014870931467,NA,> 0.05
IL2 STAT5 SIGNALING,Macrophage,0.597267249905803,0,> 0.05
IL2 STAT5 SIGNALING,Mature Luminal,-0.0787280230807233,NA,> 0.05
IL2 STAT5 SIGNALING,Monocyte,0.27534287861417,0,> 0.05
IL2 STAT5 SIGNALING,Myoepithelial,0.577401078277014,NA,> 0.05
IL2 STAT5 SIGNALING,NK cells,0.0455011183855528,0,> 0.05
IL2 STAT5 SIGNALING,NKT cells,0.365029885862267,0,> 0.05
IL2 STAT5 SIGNALING,Plasmablasts,0.502491395354541,0,> 0.05
IL2 STAT5 SIGNALING,PVL Differentiated,0.482209936273944,0,> 0.05
IL2 STAT5 SIGNALING,PVL Immature,0.36946845192217,0,> 0.05
IL2 STAT5 SIGNALING,T cells CD4+,0.534553536314716,1.6594255016829,0.000878024282348273
IL2 STAT5 SIGNALING,T cells CD8+,0.373133017849566,0,> 0.05
IL6 JAK STAT3 SIGNALING,B cells Memory,0.179733971968085,0,> 0.05
IL6 JAK STAT3 SIGNALING,B cells Naive,0.339584751664208,NA,> 0.05
IL6 JAK STAT3 SIGNALING,CAFs MSC iCAF-like,-0.0528114275567502,0,> 0.05
IL6 JAK STAT3 SIGNALING,CAFs myCAF-like,-0.0238533507488777,0,> 0.05
IL6 JAK STAT3 SIGNALING,Cancer Basal SC,-0.03924058059248,0,> 0.05
IL6 JAK STAT3 SIGNALING,Cancer Cycling,-0.0582802531637778,0,> 0.05
IL6 JAK STAT3 SIGNALING,Cancer Her2 SC,-0.0927346714704021,0,> 0.05
IL6 JAK STAT3 SIGNALING,Cancer LumA SC,-0.293561469801213,0,> 0.05
IL6 JAK STAT3 SIGNALING,Cancer LumB SC,-0.222718593050028,0,> 0.05
IL6 JAK STAT3 SIGNALING,Cycling PVL,0.316489729924331,0,> 0.05
IL6 JAK STAT3 SIGNALING,Cycling T-cells,0.283806932759386,0,0
IL6 JAK STAT3 SIGNALING,Cycling Myeloid,-0.0850305845596953,0,> 0.05
IL6 JAK STAT3 SIGNALING,DCs,0.350429688689263,0,> 0.05
IL6 JAK STAT3 SIGNALING,Endothelial ACKR1,-0.586429606724211,0,> 0.05
IL6 JAK STAT3 SIGNALING,Endothelial CXCL12,-0.573092159484307,0,> 0.05
IL6 JAK STAT3 SIGNALING,Endothelial Lymphatic LYVE1,0.175653206413219,0,0
IL6 JAK STAT3 SIGNALING,Endothelial RGS5,-0.342346944176348,0,> 0.05
IL6 JAK STAT3 SIGNALING,Luminal Progenitors,0.148564643281707,NA,> 0.05
IL6 JAK STAT3 SIGNALING,Macrophage,0.0624766923255937,0,> 0.05
IL6 JAK STAT3 SIGNALING,Mature Luminal,-0.169942289001256,NA,> 0.05
IL6 JAK STAT3 SIGNALING,Monocyte,-0.0610173240305032,0,> 0.05
IL6 JAK STAT3 SIGNALING,Myoepithelial,0.452486762021959,NA,> 0.05
IL6 JAK STAT3 SIGNALING,NK cells,-0.18135295546952,0,> 0.05
IL6 JAK STAT3 SIGNALING,NKT cells,0.155602022187938,0,> 0.05
IL6 JAK STAT3 SIGNALING,Plasmablasts,0.0530365575823254,0,> 0.05
IL6 JAK STAT3 SIGNALING,PVL Differentiated,-0.149062394556975,0,> 0.05
IL6 JAK STAT3 SIGNALING,PVL Immature,-0.487014927398685,0,> 0.05
IL6 JAK STAT3 SIGNALING,T cells CD4+,0.129236096885165,0,> 0.05
IL6 JAK STAT3 SIGNALING,T cells CD8+,0.154704523662791,0,> 0.05
INFLAMMATORY RESPONSE,B cells Memory,0.697836710787021,0,> 0.05
INFLAMMATORY RESPONSE,B cells Naive,0.400382388735264,NA,> 0.05
INFLAMMATORY RESPONSE,CAFs MSC iCAF-like,0.627594241928054,0,> 0.05
INFLAMMATORY RESPONSE,CAFs myCAF-like,0.436635219821413,0,> 0.05
INFLAMMATORY RESPONSE,Cancer Basal SC,-0.285616285694882,0,> 0.05
INFLAMMATORY RESPONSE,Cancer Cycling,-0.150195729952767,0,> 0.05
INFLAMMATORY RESPONSE,Cancer Her2 SC,-0.332523117910355,0,> 0.05
INFLAMMATORY RESPONSE,Cancer LumA SC,-0.429692683479573,0,> 0.05
INFLAMMATORY RESPONSE,Cancer LumB SC,-0.232472269803352,0,> 0.05
INFLAMMATORY RESPONSE,Cycling PVL,0.536253323966524,0,> 0.05
INFLAMMATORY RESPONSE,Cycling T-cells,0.714658123630471,0,0
INFLAMMATORY RESPONSE,Cycling Myeloid,0.189076790365624,0,> 0.05
INFLAMMATORY RESPONSE,DCs,0.619090681096078,1.95426920731312,1.10586114731295e-05
INFLAMMATORY RESPONSE,Endothelial ACKR1,0.569355336815912,0,> 0.05
INFLAMMATORY RESPONSE,Endothelial CXCL12,0.575706090457964,0,> 0.05
INFLAMMATORY RESPONSE,Endothelial Lymphatic LYVE1,0.500095896609055,0,0
INFLAMMATORY RESPONSE,Endothelial RGS5,0.582360133206695,0,> 0.05
